#,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG per 90,xAG per 90,xG+xAG per 90,npxG per 90,npxG+xAG per 90
1961,Sebastian Polter,GER,FW,Darmstadt 98,de Bundesliga,33,1991,9,4,446,5.0,0,1,1,0,0,0,0,0,1.0,1.0,0.6,1.5,5,13,26,0.00,0.20,0.20,0.00,0.20,0.20,0.11,0.31,0.20,0.31
1962,Julien Ponceau,FRA,MF,Lorient,fr Ligue 1,23,2000,26,22,"1,791",19.9,2,1,3,2,0,0,4,0,2.1,2.1,2.3,4.4,80,120,110,0.10,0.05,0.15,0.10,0.15,0.10,0.11,0.22,0.10,0.22
1963,Marin Pongračić,CRO,DF,Lecce,it Serie A,26,1997,30,30,"2,679",29.8,0,0,0,0,0,0,10,1,1.1,1.1,0.2,1.3,35,94,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04
1964,Nick Pope,ENG,GK,Newcastle Utd,eng Premier League,32,1992,14,14,"1,255",13.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965,Pedro Porro,ESP,DF,Tottenham,eng Premier League,24,1999,29,29,"2,564",28.5,1,7,8,1,0,0,3,0,2.5,2.5,6.4,8.9,42,145,128,0.04,0.25,0.28,0.04,0.28,0.09,0.22,0.31,0.09,0.31
1966,Portu,ESP,FW,Getafe,es La Liga,31,1992,3,0,97,1.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,3,3,3,0.00,0.00,0.00,0.00,0.00,0.15,0.14,0.29,0.15,0.29
1967,Stefan Posch,AUT,DF,Bologna,it Serie A,26,1997,26,24,"1,993",22.1,0,2,2,0,0,0,7,0,0.8,0.8,2.1,2.9,36,109,57,0.00,0.09,0.09,0.00,0.09,0.04,0.09,0.13,0.04,0.13
1968,Yussuf Poulsen,DEN,FW,RB Leipzig,de Bundesliga,29,1994,26,11,"1,158",12.9,5,2,7,5,0,0,0,0,5.4,5.4,1.0,6.4,10,15,77,0.39,0.16,0.54,0.39,0.54,0.42,0.08,0.50,0.42,0.50
1969,José Pozo,ESP,MF,Rayo Vallecano,es La Liga,28,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970,Alejandro Pozo Pozo,ESP,"DF,MF",Almería,es La Liga,25,1999,17,8,845,9.4,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,20,42,58,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.11,0.04,0.11
1971,Beñat Prados,ESP,"MF,DF",Athletic Club,es La Liga,23,2001,21,12,"1,077",12.0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.0,16,65,20,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08
1972,Matteo Prati,ITA,MF,Cagliari,it Serie A,20,2003,21,16,"1,633",18.1,0,0,0,0,0,0,4,0,1.6,1.6,0.4,2.0,8,60,13,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11
1973,Abdón Prats,ESP,"FW,MF",Mallorca,es La Liga,31,1992,27,9,"1,037",11.5,5,1,6,5,0,0,4,0,3.0,3.0,2.3,5.3,7,23,40,0.43,0.09,0.52,0.43,0.52,0.26,0.20,0.46,0.26,0.46
1974,Sanjin Prcić,BIH,MF,Strasbourg,fr Ligue 1,30,1993,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,5,0,0.00,0.00,0.00,0.00,0.00,0.01,0.23,0.24,0.01,0.24
1975,Grischa Prömel,GER,MF,Hoffenheim,de Bundesliga,29,1995,23,22,"1,771",19.7,3,5,8,3,0,0,9,1,3.2,3.2,2.6,5.8,28,79,44,0.15,0.25,0.41,0.15,0.41,0.16,0.13,0.30,0.16,0.30
1976,Ivan Provedel,ITA,GK,Lazio,it Serie A,30,1994,28,28,"2,519",28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977,Pubill,ESP,DF,Almería,es La Liga,20,2003,17,16,"1,365",15.2,1,2,3,1,0,0,2,0,0.5,0.5,1.1,1.5,41,29,52,0.07,0.13,0.20,0.07,0.20,0.03,0.07,0.10,0.03,0.10
1978,Gustavo Puerta,COL,"DF,MF",Leverkusen,de Bundesliga,20,2003,5,0,27,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22
1979,Antonio Puertas,ESP,"MF,FW",Granada,es La Liga,32,1992,25,5,665,7.4,0,2,2,0,0,1,2,1,2.3,1.6,0.6,2.2,18,21,43,0.00,0.27,0.27,0.00,0.27,0.32,0.08,0.40,0.21,0.29
1980,Arnau Puigmal,ESP,"FW,DF",Almería,es La Liga,23,2001,11,3,255,2.8,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,4,8,17,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10
1981,Christian Pulisic,USA,FW,Milan,it Serie A,25,1998,30,26,"2,070",23.0,10,6,16,10,0,0,2,0,6.4,6.4,3.7,10.1,104,65,237,0.43,0.26,0.70,0.43,0.70,0.28,0.16,0.44,0.28,0.44
1982,George Pușcaș,ROU,FW,Genoa,it Serie A,28,1996,8,1,191,2.1,0,0,0,0,0,0,0,0,2.1,2.1,0.1,2.2,5,3,17,0.00,0.00,0.00,0.00,0.00,0.98,0.04,1.02,0.98,1.02
1983,Jarell Quansah,ENG,DF,Liverpool,eng Premier League,21,2003,11,8,713,7.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,7,45,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
1984,Domingos Quina,POR,MF,Udinese,it Serie A,24,1999,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985,Adrien Rabiot,FRA,MF,Juventus,it Serie A,29,1995,26,25,"2,221",24.7,4,3,7,4,0,0,6,0,2.6,2.5,3.8,6.3,56,93,95,0.16,0.12,0.28,0.16,0.28,0.11,0.15,0.26,0.10,0.26
1986,Uroš Račić,SRB,MF,Sassuolo,it Serie A,26,1998,18,7,736,8.2,1,1,2,1,0,0,1,0,0.8,0.8,0.3,1.1,5,36,9,0.12,0.12,0.24,0.12,0.24,0.10,0.04,0.14,0.10,0.14
1987,Nemanja Radonjić,SRB,"MF,FW",Torino,it Serie A,28,1996,10,4,374,4.2,3,0,3,3,0,0,1,0,1.7,1.7,0.2,1.9,11,7,24,0.72,0.00,0.72,0.72,0.72,0.41,0.05,0.46,0.41,0.46
1988,Aleksandar Radovanović,SRB,DF,Almería,es La Liga,30,1993,7,7,494,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,0,5,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
1989,Ionuț Radu,ROU,GK,Bournemouth,eng Premier League,26,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990,Boris Radunović,SRB,GK,Cagliari,it Serie A,27,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991,Hamza Rafia,TUN,MF,Lecce,it Serie A,25,1999,22,14,993,11.0,1,0,1,1,0,0,4,0,0.7,0.7,0.6,1.3,13,35,32,0.09,0.00,0.09,0.09,0.09,0.07,0.05,0.12,0.07,0.12
1992,Antonio Raillo,ESP,DF,Mallorca,es La Liga,32,1991,19,18,"1,565",17.4,3,0,3,3,0,0,4,1,1.2,1.2,0.8,2.0,12,43,2,0.17,0.00,0.17,0.17,0.17,0.07,0.05,0.11,0.07,0.11
1993,Luca Raimund,GER,"FW,MF",Stuttgart,de Bundesliga,19,2005,2,0,29,0.3,0,0,0,0,0,0,1,0,0.9,0.9,0.0,0.9,0,1,2,0.00,0.00,0.00,0.00,0.00,2.88,0.00,2.88,2.88,2.88
1994,Predrag Rajković,SRB,GK,Mallorca,es La Liga,28,1995,30,30,"2,700",30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
1995,Jesurun Rak Sakyi,ENG,"MF,FW",Crystal Palace,eng Premier League,21,2002,6,0,136,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,7,2,18,0.00,0.00,0.00,0.00,0.00,0.28,0.10,0.38,0.28,0.38
1996,Ivan Rakitić,CRO,MF,Sevilla,es La Liga,36,1988,18,16,"1,425",15.8,2,1,3,2,0,0,6,0,1.3,1.3,3.0,4.3,24,127,52,0.13,0.06,0.19,0.13,0.19,0.08,0.19,0.27,0.08,0.27
1997,Ylber Ramadani,ALB,MF,Lecce,it Serie A,28,1996,30,30,"2,637",29.3,1,0,1,1,0,0,12,0,1.0,1.0,0.5,1.6,31,110,12,0.03,0.00,0.03,0.03,0.03,0.04,0.02,0.05,0.04,0.05
1998,Largie Ramazani,BEL,"FW,MF",Almería,es La Liga,23,2001,28,16,"1,537",17.1,3,5,8,3,0,0,9,1,4.7,4.7,5.7,10.4,57,42,103,0.18,0.29,0.47,0.18,0.47,0.27,0.34,0.61,0.27,0.61
1999,Benito Ramírez,ESP,"FW,DF",Las Palmas,es La Liga,28,1995,16,0,222,2.5,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,9,4,37,0.41,0.00,0.41,0.41,0.41,0.12,0.03,0.15,0.12,0.15
2000,Sandro Ramírez,ESP,FW,Las Palmas,es La Liga,28,1995,20,17,"1,438",16.0,1,3,4,1,0,0,2,0,1.9,1.9,2.4,4.3,52,44,169,0.06,0.19,0.25,0.06,0.25,0.12,0.15,0.27,0.12,0.27
2001,Chris Ramos,ESP,"FW,MF",Cádiz,es La Liga,27,1997,31,25,"2,171",24.1,5,1,6,5,0,0,3,0,6.9,6.9,1.5,8.3,26,24,82,0.21,0.04,0.25,0.21,0.25,0.28,0.06,0.34,0.28,0.34
2002,Gonçalo Ramos,POR,FW,Paris S-G,fr Ligue 1,22,2001,23,12,"1,104",12.3,8,0,8,7,1,1,1,0,9.0,8.2,1.4,9.7,11,24,76,0.65,0.00,0.65,0.57,0.57,0.74,0.12,0.85,0.67,0.79
2003,Sergio Ramos,ESP,DF,Sevilla,es La Liga,38,1986,21,21,"1,887",21.0,3,0,3,3,0,0,6,1,1.7,1.7,0.1,1.8,7,68,3,0.14,0.00,0.14,0.14,0.14,0.08,0.00,0.09,0.08,0.09
2004,Aaron Ramsdale,ENG,GK,Arsenal,eng Premier League,25,1998,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2005,Aaron Ramsey,ENG,"MF,FW",Burnley,eng Premier League,21,2003,14,5,527,5.9,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8,8,17,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13
2006,Jacob Ramsey,ENG,"FW,MF",Aston Villa,eng Premier League,22,2001,16,8,853,9.5,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,33,28,69,0.11,0.11,0.21,0.11,0.21,0.23,0.11,0.34,0.23,0.34
2007,Luca Ranieri,ITA,DF,Fiorentina,it Serie A,24,1999,21,18,"1,615",17.9,2,0,2,2,0,0,12,0,0.7,0.7,0.3,1.0,13,78,5,0.11,0.00,0.11,0.11,0.11,0.04,0.02,0.06,0.04,0.06
2008,Filippo Ranocchia,ITA,"MF,DF",Empoli,it Serie A,22,2001,9,5,476,5.3,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.8,5,21,11,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14
2009,Grant Ranos,ARM,"MF,FW",M'Gladbach,de Bundesliga,20,2003,9,0,49,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,3,4,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45
2010,Raphinha,BRA,"FW,MF",Barcelona,es La Liga,27,1996,23,13,"1,066",11.8,5,7,12,5,0,0,2,1,6.2,6.2,4.8,11.0,43,53,146,0.42,0.59,1.01,0.42,1.01,0.52,0.41,0.93,0.52,0.93
2011,Nicolai Rapp,GER,DF,Werder Bremen,de Bundesliga,27,1996,2,1,76,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2012,Elba Rashani,KVX,"MF,FW",Clermont Foot,fr Ligue 1,30,1993,20,10,833,9.3,0,0,0,0,0,0,3,2,1.2,1.2,0.9,2.1,15,17,61,0.00,0.00,0.00,0.00,0.00,0.13,0.10,0.23,0.13,0.23
2013,Marcus Rashford,ENG,FW,Manchester Utd,eng Premier League,26,1997,31,26,"2,247",25.0,7,2,9,5,2,2,2,0,7.3,5.7,2.3,8.0,93,63,183,0.28,0.08,0.36,0.20,0.28,0.29,0.09,0.38,0.23,0.32
2014,Giacomo Raspadori,ITA,"FW,MF",Napoli,it Serie A,24,2000,32,14,"1,481",16.5,5,3,8,5,0,1,0,0,5.6,4.2,3.6,7.8,25,49,127,0.30,0.18,0.49,0.30,0.49,0.34,0.22,0.56,0.25,0.47
2015,Andrei Ratiu,ROU,"DF,MF",Rayo Vallecano,es La Liga,25,1998,9,4,421,4.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,16,8,17,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09
2016,Raúl,ESP,FW,Osasuna,es La Liga,23,2000,28,7,832,9.2,3,0,3,3,0,0,3,0,3.0,3.0,0.3,3.3,7,14,53,0.32,0.00,0.32,0.32,0.32,0.32,0.04,0.36,0.32,0.36
2017,David Raum,GER,DF,RB Leipzig,de Bundesliga,25,1998,28,28,"2,469",27.4,2,7,9,2,0,0,5,0,0.8,0.8,6.9,7.7,71,118,231,0.07,0.26,0.33,0.07,0.33,0.03,0.25,0.28,0.03,0.28
2018,Federico Ravaglia,ITA,GK,Bologna,it Serie A,24,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,David Raya,ESP,GK,Arsenal,eng Premier League,28,1995,26,26,"2,340",26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,Tim Ream,USA,DF,Fulham,eng Premier League,36,1987,17,16,"1,413",15.7,1,0,1,1,0,0,4,1,1.0,1.0,0.0,1.0,11,65,3,0.06,0.00,0.06,0.06,0.06,0.06,0.00,0.06,0.06,0.06
2021,Abderrahman Rebbach,ALG,"FW,MF",Alavés,es La Liga,25,1998,21,6,695,7.7,1,0,1,1,0,0,1,0,0.8,0.8,1.6,2.5,33,14,76,0.13,0.00,0.13,0.13,0.13,0.11,0.21,0.32,0.11,0.32
2022,Nathan Redmond,ENG,"FW,MF",Burnley,eng Premier League,30,1994,12,0,142,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,7,8,22,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.19
2023,Harrison Reed,ENG,MF,Fulham,eng Premier League,29,1995,25,13,"1,167",13.0,0,1,1,0,0,0,5,0,0.2,0.2,1.0,1.2,9,50,35,0.00,0.08,0.08,0.00,0.08,0.02,0.08,0.09,0.02,0.09
2024,Sergio Reguilón,ESP,DF,Manchester Utd,eng Premier League,27,1996,9,4,412,4.6,0,0,0,0,0,0,3,0,0.2,0.2,0.7,0.9,11,27,38,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.20,0.04,0.20
2025,Bobby Reid,JAM,FW,Fulham,eng Premier League,31,1993,28,14,"1,213",13.5,6,2,8,6,0,0,4,0,4.0,4.0,1.8,5.8,31,40,84,0.45,0.15,0.59,0.45,0.59,0.29,0.13,0.42,0.29,0.42
2026,Tijjani Reijnders,NED,MF,Milan,it Serie A,25,1998,30,27,"2,319",25.8,2,3,5,2,0,0,7,0,3.0,3.0,3.5,6.5,68,169,75,0.08,0.12,0.19,0.08,0.19,0.12,0.14,0.25,0.12,0.25
2027,Pepe Reina,ESP,GK,Villarreal,es La Liga,41,1982,1,1,90,1.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2028,Reinier,BRA,"MF,FW",Frosinone,it Serie A,22,2002,18,12,975,10.8,2,2,4,2,0,0,3,0,1.1,1.1,1.9,3.0,10,29,39,0.18,0.18,0.37,0.18,0.37,0.10,0.17,0.28,0.10,0.28
2029,Rocco Reitz,GER,MF,M'Gladbach,de Bundesliga,21,2002,29,19,"1,721",19.1,6,2,8,6,0,0,1,0,3.1,3.1,2.0,5.1,37,91,49,0.31,0.10,0.42,0.31,0.42,0.16,0.10,0.27,0.16,0.27
2030,Álex Remiro,ESP,GK,Real Sociedad,es La Liga,29,1995,30,30,"2,645",29.4,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2031,Guillaume Restes,FRA,GK,Toulouse,fr Ligue 1,19,2005,29,29,"2,610",29.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2032,Mateo Retegui,ITA,FW,Genoa,it Serie A,24,1999,24,21,"1,769",19.7,6,2,8,6,0,0,5,0,4.6,4.6,0.6,5.2,15,13,95,0.31,0.10,0.41,0.31,0.41,0.24,0.03,0.27,0.24,0.27
2033,Marco Reus,GER,"MF,FW",Dortmund,de Bundesliga,34,1989,21,15,"1,299",14.4,4,5,9,4,0,0,1,0,5.0,5.0,3.4,8.3,22,43,68,0.28,0.35,0.62,0.28,0.62,0.34,0.23,0.58,0.34,0.58
2034,Elvis Rexhbeçaj,GER,MF,Augsburg,de Bundesliga,26,1997,25,24,"1,985",22.1,2,0,2,1,1,1,4,0,1.7,1.0,0.5,1.5,15,91,51,0.09,0.00,0.09,0.05,0.05,0.08,0.02,0.10,0.04,0.07
2035,Gio Reyna,USA,"MF,FW",Nott'ham Forest,eng Premier League,21,2002,7,1,166,1.8,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.6,2,7,10,0.00,0.54,0.54,0.00,0.54,0.16,0.19,0.35,0.16,0.35
2036,Chadi Riad,MAR,DF,Betis,es La Liga,20,2003,20,18,"1,624",18.0,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.8,0,24,1,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
2037,Alexsandro Ribeiro,BRA,DF,Lille,fr Ligue 1,24,1999,24,21,"1,923",21.4,0,0,0,0,0,0,4,1,1.2,1.2,0.5,1.8,12,75,5,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08
2038,Rodrigo Ribeiro,POR,"FW,MF",Nott'ham Forest,eng Premier League,18,2005,2,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2039,Samuele Ricci,ITA,MF,Torino,it Serie A,22,2001,27,23,"1,945",21.6,1,2,3,1,0,0,7,1,1.3,1.3,2.1,3.3,43,108,63,0.05,0.09,0.14,0.05,0.14,0.06,0.10,0.15,0.06,0.15
2040,Declan Rice,ENG,MF,Arsenal,eng Premier League,25,1999,32,31,"2,685",29.8,6,5,11,6,0,0,3,0,2.3,2.3,3.9,6.3,56,243,50,0.20,0.17,0.37,0.20,0.37,0.08,0.13,0.21,0.08,0.21
2041,Chris Richards,USA,"DF,MF",Crystal Palace,eng Premier League,24,2000,20,17,"1,554",17.3,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,0,27,1,0.06,0.00,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03
2042,Amir Richardson,MAR,MF,Reims,fr Ligue 1,22,2002,23,13,"1,203",13.4,3,1,4,3,0,0,4,0,1.5,1.5,1.1,2.7,22,65,36,0.22,0.07,0.30,0.22,0.30,0.11,0.09,0.20,0.11,0.20
2043,Richarlison,BRA,FW,Tottenham,eng Premier League,26,1997,25,17,"1,372",15.2,10,3,13,10,0,0,3,0,8.8,8.8,1.8,10.6,23,34,100,0.66,0.20,0.85,0.66,0.85,0.58,0.12,0.70,0.58,0.70
2044,Marco Richter,GER,"MF,FW",Mainz 05,de Bundesliga,26,1997,18,7,712,7.9,1,0,1,1,0,0,3,0,1.9,1.9,1.3,3.2,20,30,52,0.13,0.00,0.13,0.13,0.13,0.24,0.16,0.40,0.24,0.40
2045,Diego Rico,ESP,DF,Getafe,es La Liga,31,1993,26,22,"2,092",23.2,0,7,7,0,0,0,8,0,0.3,0.3,3.4,3.7,21,105,66,0.00,0.30,0.30,0.00,0.30,0.01,0.15,0.16,0.01,0.16
2046,Clemens Riedel,GER,DF,Darmstadt 98,de Bundesliga,20,2003,13,8,665,7.4,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,4,43,27,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13
2047,Fabian Rieder,SUI,MF,Rennes,fr Ligue 1,22,2002,11,2,315,3.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,6,33,16,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09
2048,Jaïro Riedewald,NED,"MF,FW",Crystal Palace,eng Premier League,27,1996,5,2,190,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2049,Manuel Riemann,GER,GK,Bochum,de Bundesliga,35,1988,28,28,"2,520",28.0,0,0,0,0,0,0,5,0,0.0,0.0,0.2,0.2,0,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
2050,Luis Rioja,ESP,"FW,MF",Alavés,es La Liga,30,1993,31,30,"2,370",26.3,4,4,8,1,3,4,3,0,5.8,2.7,3.7,6.4,65,71,158,0.15,0.15,0.30,0.04,0.19,0.22,0.14,0.36,0.10,0.24
2051,Rémy Riou,FRA,GK,Lyon,fr Ligue 1,36,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2052,Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,es La Liga,24,2000,27,15,"1,223",13.6,2,5,7,2,0,0,1,0,2.4,2.4,2.9,5.3,76,45,138,0.15,0.37,0.52,0.15,0.52,0.18,0.21,0.39,0.18,0.39
2053,Mihailo Ristić,SRB,"DF,MF",Celta Vigo,es La Liga,28,1995,11,9,763,8.5,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,22,28,40,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
2054,Matt Ritchie,SCO,"FW,MF",Newcastle Utd,eng Premier League,34,1989,10,0,112,1.2,1,0,1,1,0,0,1,0,0.8,0.8,0.0,0.8,2,7,9,0.80,0.00,0.80,0.80,0.80,0.66,0.00,0.66,0.66,0.66
2055,Gorka Rivera Alonso,ESP,DF,Getafe,es La Liga,19,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2056,Sergi Roberto,ESP,"MF,DF",Barcelona,es La Liga,32,1992,9,7,603,6.7,3,1,4,3,0,0,3,0,1.6,1.6,0.5,2.1,9,33,22,0.45,0.15,0.60,0.45,0.60,0.23,0.08,0.31,0.23,0.31
2057,Lucas Robertone,ARG,MF,Almería,es La Liga,27,1997,27,24,"1,934",21.5,0,5,5,0,0,0,9,0,0.8,0.8,2.4,3.2,28,102,32,0.00,0.23,0.23,0.00,0.23,0.04,0.11,0.15,0.04,0.15
2058,Connor Roberts,WAL,DF,Burnley,eng Premier League,28,1995,14,8,823,9.1,0,1,1,0,0,0,5,1,0.0,0.0,0.2,0.2,6,38,13,0.00,0.11,0.11,0.00,0.11,0.00,0.02,0.02,0.00,0.02
2059,Andrew Robertson,SCO,DF,Liverpool,eng Premier League,30,1994,18,13,"1,277",14.2,1,2,3,1,0,0,2,0,0.9,0.9,3.9,4.7,48,93,84,0.07,0.14,0.21,0.07,0.21,0.06,0.27,0.33,0.06,0.33
2060,Antonee Robinson,USA,DF,Fulham,eng Premier League,26,1997,32,32,"2,828",31.4,0,6,6,0,0,0,4,0,0.6,0.6,4.1,4.7,90,115,181,0.00,0.19,0.19,0.00,0.19,0.02,0.13,0.15,0.02,0.15
2061,Jack Robinson,ENG,DF,Sheffield Utd,eng Premier League,30,1993,30,28,"2,591",28.8,1,1,2,1,0,0,8,0,1.1,1.1,1.1,2.2,6,49,11,0.03,0.03,0.07,0.03,0.07,0.04,0.04,0.07,0.04,0.07
2062,Marc Roca,ESP,MF,Betis,es La Liga,27,1996,24,22,"1,816",20.2,2,2,4,2,0,0,5,0,1.1,1.1,1.3,2.5,24,119,19,0.10,0.10,0.20,0.10,0.20,0.06,0.06,0.12,0.06,0.12
2063,Sebastian Rode,GER,"MF,FW",Eint Frankfurt,de Bundesliga,33,1990,7,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,11,4,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
2064,Rodri,ESP,MF,Manchester City,eng Premier League,27,1996,28,28,"2,403",26.7,7,7,14,7,0,0,8,1,3.8,3.8,3.0,6.8,67,314,48,0.26,0.26,0.52,0.26,0.52,0.14,0.11,0.26,0.14,0.26
2065,Óscar Rodríguez Arnaiz,ESP,"MF,FW",Getafe,es La Liga,25,1998,18,4,554,6.2,1,0,1,1,0,0,8,0,0.9,0.9,1.2,2.1,5,32,29,0.16,0.00,0.16,0.16,0.16,0.14,0.20,0.34,0.14,0.34
2066,Damián Rodríguez,ESP,MF,Celta Vigo,es La Liga,21,2003,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2067,Dani Rodríguez,ESP,MF,Mallorca,es La Liga,35,1988,29,25,"2,151",23.9,2,4,6,2,0,0,7,0,1.3,1.3,4.0,5.3,46,89,84,0.08,0.17,0.25,0.08,0.25,0.06,0.17,0.22,0.06,0.22
2068,Guido Rodríguez,ARG,MF,Betis,es La Liga,30,1994,19,17,"1,467",16.3,2,0,2,2,0,0,6,0,0.6,0.6,0.7,1.3,6,56,11,0.12,0.00,0.12,0.12,0.12,0.04,0.04,0.08,0.04,0.08
